"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the respiratory system"	"460-519"	10994	3970000	276.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the digestive system"	"520-577"	5894	3970000	148.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the genitourinary system"	"580-629"	3238	3970000	81.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the skin and subcutaneous tissue"	"680-709"	334	3970000	8.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	726	3970000	18.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Congenital anomalies"	"740-759"	109	3970000	2.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Symptoms and ill-defined conditions"	"780-796"	1800	3970000	45.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1975"	"1975"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4775	3970000	120.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Infective and parasitic diseases"	"000-136"	1409	4079000	34.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Neoplasms"	"140-239"	36416	4079000	892.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6909	4079000	169.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the blood and blood-forming organs"	"280-289"	664	4079000	16.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Mental disorders"	"290-315"	571	4079000	14.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the nervous system and sense organs"	"320-389"	1348	4079000	33.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the circulatory system"	"390-458"	155599	4079000	3814.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the respiratory system"	"460-519"	12736	4079000	312.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the digestive system"	"520-577"	5743	4079000	140.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the genitourinary system"	"580-629"	3172	4079000	77.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the skin and subcutaneous tissue"	"680-709"	357	4079000	8.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	716	4079000	17.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Congenital anomalies"	"740-759"	110	4079000	2.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Certain causes of perinatal mortality"	"760-778"	1	4079000	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Symptoms and ill-defined conditions"	"780-796"	1918	4079000	47.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1976"	"1976"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4712	4079000	115.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Infective and parasitic diseases"	"000-136"	1369	4160000	32.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Neoplasms"	"140-239"	37505	4160000	901.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6523	4160000	156.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the blood and blood-forming organs"	"280-289"	677	4160000	16.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Mental disorders"	"290-315"	696	4160000	16.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the nervous system and sense organs"	"320-389"	1478	4160000	35.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the circulatory system"	"390-458"	151523	4160000	3642.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the respiratory system"	"460-519"	11114	4160000	267.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the digestive system"	"520-577"	5775	4160000	138.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the genitourinary system"	"580-629"	3431	4160000	82.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the skin and subcutaneous tissue"	"680-709"	386	4160000	9.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	747	4160000	18.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Congenital anomalies"	"740-759"	92	4160000	2.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Symptoms and ill-defined conditions"	"780-796"	2072	4160000	49.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1977"	"1977"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4695	4160000	112.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Infective and parasitic diseases"	"000-136"	1557	4256000	36.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Neoplasms"	"140-239"	38790	4256000	911.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	6698	4256000	157.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the blood and blood-forming organs"	"280-289"	747	4256000	17.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Mental disorders"	"290-315"	774	4256000	18.2
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the nervous system and sense organs"	"320-389"	1571	4256000	36.9
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the circulatory system"	"390-458"	151577	4256000	3561.5
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the respiratory system"	"460-519"	12668	4256000	297.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the digestive system"	"520-577"	6142	4256000	144.3
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the genitourinary system"	"580-629"	3429	4256000	80.6
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the skin and subcutaneous tissue"	"680-709"	383	4256000	9.0
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	781	4256000	18.4
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Congenital anomalies"	"740-759"	120	4256000	2.8
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Symptoms and ill-defined conditions"	"780-796"	2032	4256000	47.7
	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	"1978"	"1978"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	4559	4256000	107.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Infective and parasitic diseases"	"000-136"	195	165000	118.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Neoplasms"	"140-239"	2395	165000	1451.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	322	165000	195.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the blood and blood-forming organs"	"280-289"	30	165000	18.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Mental disorders"	"290-315"	28	165000	17.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the nervous system and sense organs"	"320-389"	62	165000	37.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the circulatory system"	"390-458"	9627	165000	5834.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the respiratory system"	"460-519"	1122	165000	680.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the digestive system"	"520-577"	308	165000	186.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the genitourinary system"	"580-629"	580	165000	351.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the skin and subcutaneous tissue"	"680-709"	32	165000	19.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	24	165000	14.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Congenital anomalies"	"740-759"	9	165000	5.5 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Symptoms and ill-defined conditions"	"780-796"	566	165000	343.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1968"	"1968"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	409	165000	247.9
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Infective and parasitic diseases"	"000-136"	178	167000	106.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Neoplasms"	"140-239"	2515	167000	1506.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	325	167000	194.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the blood and blood-forming organs"	"280-289"	30	167000	18.0
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Mental disorders"	"290-315"	26	167000	15.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the nervous system and sense organs"	"320-389"	48	167000	28.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the circulatory system"	"390-458"	9757	167000	5842.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the respiratory system"	"460-519"	1051	167000	629.3
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the digestive system"	"520-577"	336	167000	201.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the genitourinary system"	"580-629"	559	167000	334.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the skin and subcutaneous tissue"	"680-709"	23	167000	13.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	14	167000	8.4 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Congenital anomalies"	"740-759"	8	167000	4.8 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Symptoms and ill-defined conditions"	"780-796"	519	167000	310.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1969"	"1969"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	396	167000	237.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Infective and parasitic diseases"	"000-136"	196	168633	116.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Neoplasms"	"140-239"	2761	168633	1637.3
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	347	168633	205.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the blood and blood-forming organs"	"280-289"	37	168633	21.9
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Mental disorders"	"290-315"	29	168633	17.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the nervous system and sense organs"	"320-389"	53	168633	31.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the circulatory system"	"390-458"	9637	168633	5714.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the respiratory system"	"460-519"	1021	168633	605.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the digestive system"	"520-577"	340	168633	201.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the genitourinary system"	"580-629"	550	168633	326.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the skin and subcutaneous tissue"	"680-709"	25	168633	14.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	19	168633	11.3 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Congenital anomalies"	"740-759"	7	168633	4.2 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Symptoms and ill-defined conditions"	"780-796"	518	168633	307.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1970"	"1970"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	404	168633	239.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Infective and parasitic diseases"	"000-136"	176	186000	94.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Neoplasms"	"140-239"	2864	186000	1539.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	343	186000	184.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the blood and blood-forming organs"	"280-289"	28	186000	15.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Mental disorders"	"290-315"	40	186000	21.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the nervous system and sense organs"	"320-389"	63	186000	33.9
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the circulatory system"	"390-458"	9867	186000	5304.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the respiratory system"	"460-519"	991	186000	532.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the digestive system"	"520-577"	327	186000	175.8
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the genitourinary system"	"580-629"	537	186000	288.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the skin and subcutaneous tissue"	"680-709"	31	186000	16.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	16	186000	8.6 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Congenital anomalies"	"740-759"	3	186000	1.6 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Symptoms and ill-defined conditions"	"780-796"	560	186000	301.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1971"	"1971"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	450	186000	241.9
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Infective and parasitic diseases"	"000-136"	192	197000	97.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Neoplasms"	"140-239"	2978	197000	1511.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	404	197000	205.1
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the blood and blood-forming organs"	"280-289"	28	197000	14.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Mental disorders"	"290-315"	28	197000	14.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the nervous system and sense organs"	"320-389"	48	197000	24.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the circulatory system"	"390-458"	10432	197000	5295.4
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the respiratory system"	"460-519"	1142	197000	579.7
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the digestive system"	"520-577"	342	197000	173.6
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the genitourinary system"	"580-629"	596	197000	302.5
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the skin and subcutaneous tissue"	"680-709"	26	197000	13.2
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	10	197000	5.1 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Congenital anomalies"	"740-759"	4	197000	2.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Certain causes of perinatal mortality"	"760-778"	0	0	0.0 (Unreliable)
	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	"1972"	"1972"	"Symptoms and ill-defined conditions"	"780-796"	534	197000	271.1
